,Name,Position,Year,Week,Rank,Team,Standard Pts,Pass_Att,Pass_Cmp,Pass_Yds,Pass_TD,Int,Pass_2Pt,Rush_Att,Rush_Yds,Rush_TD,Rush_2Pt,Rec,Rec_Yds,Rec_TD,Rec_2Pt,FL,FL_TD,Half PPR Pts,PPR Pts,XPA,XPM,FGA,FGM,50_Plus,DST_Sack,DST_Int,DST_Saf,DST_FR,DST_Blk,DST_TD,DST_PA,DST_Pass_Yds,DST_Rush_Yds,DST_Tot_Yds
1659,Zach Gentry,TE,2022,5,13,PIT,9.0,0,0,0,0,0,0,0,0,0,0,5,43,0,0,0,0,11.5,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,Hunter Henry,TE,2022,5,14,NE,9.0,0,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,11.0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,George Kittle,TE,2022,5,15,SF,8.0,0,0,0,0,0,0,0,0,0,0,5,47,0,0,1,0,10.5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,Cole Kmet,TE,2022,5,16,CHI,8.0,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Eric Saubert,TE,2022,5,17,DEN,8.0,0,0,0,0,0,0,0,0,0,0,5,36,0,0,0,0,10.5,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Irv Smith,TE,2022,5,18,MIN,8.0,0,0,0,0,0,0,0,0,0,0,4,42,0,0,0,0,10.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Noah Fant,TE,2022,5,19,SEA,7.0,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,8.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1666,Marcedes Lewis,TE,2022,5,20,GB,7.0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,7.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Durham Smythe,TE,2022,5,21,MIA,7.0,0,0,0,0,0,0,1,1,1,0,1,8,0,0,0,0,7.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1668,John Bates,TE,2022,5,22,WAS,6.0,0,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,7.5,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,Robert Tonyan,TE,2022,5,23,GB,6.0,0,0,0,0,0,0,0,0,0,0,4,23,0,0,0,0,8.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Quintin Morris,TE,2022,5,24,BUF,5.0,0,0,0,0,0,0,0,0,0,0,3,39,0,0,1,0,6.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,Giovanni Ricci,TE,2022,5,25,CAR,5.0,0,0,0,0,0,0,0,0,0,0,3,27,0,0,0,0,6.5,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,Jordan Akins,TE,2022,5,26,HOU,4.0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,Will Dissly,TE,2022,5,27,SEA,4.0,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,5.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,Mike Gesicki,TE,2022,5,28,MIA,4.0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,4.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1675,Jesper Horsted,TE,2022,5,29,LV,4.0,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,5.5,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,Dan Arnold,TE,2022,5,30,JAX,3.0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,3.5,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1677,Josiah Deguara,TE,2022,5,31,GB,3.0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Pat Freiermuth,TE,2022,5,32,PIT,3.0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,Connor Heyward,TE,2022,5,33,PIT,3.0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,Chris Manhertz,TE,2022,5,34,JAX,3.0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1681,C.J. Uzomah,TE,2022,5,35,NYJ,3.0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,Anthony Firkser,TE,2022,5,36,ATL,2.0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,Kylen Granson,TE,2022,5,37,IND,2.0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,Juwan Johnson,TE,2022,5,38,NO,2.0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,2.5,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,Isaiah Likely,TE,2022,5,39,BAL,2.0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1686,John Mundt,TE,2022,5,40,MIN,2.0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,Ian Thomas,TE,2022,5,41,CAR,2.0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,Mo Alie-Cox,TE,2022,5,42,IND,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,Tyler Davis,TE,2022,5,43,GB,1.0,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,Gerald Everett,TE,2022,5,44,LAC,1.0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,Noah Gray,TE,2022,5,45,KC,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,Ryan Griffin,TE,2022,5,46,CHI,1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,Parker Hesse,TE,2022,5,47,ATL,1.0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,T.J. Hockenson,TE,2022,5,48,DET,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,Austin Hooper,TE,2022,5,49,TEN,1.0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Albert Okwuegbunam,TE,2022,5,50,DEN,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,Mason Schreck,TE,2022,5,51,HOU,1.0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,Geoff Swaim,TE,2022,5,52,TEN,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,Nick Folk,K,2022,5,0,NE,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0
1700,Chase McLaughlin,K,2022,5,1,IND,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16.0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0
1701,Daniel Carlson,K,2022,5,2,LV,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,2,2,3,3,2,0,0,0,0,0,0,0,0,0,0
1702,Justin Tucker,K,2022,5,3,BAL,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,1,1,4,4,1,0,0,0,0,0,0,0,0,0,0
1703,Cairo Santos,K,2022,5,4,CHI,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,1,1,3,3,2,0,0,0,0,0,0,0,0,0,0
1704,Taylor Bertolet,K,2022,5,5,LAC,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
1705,Ka'imi Fairbairn,K,2022,5,6,HOU,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,11.0,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0
1706,Brett Maher,K,2022,5,7,DAL,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0
1707,Jason Myers,K,2022,5,8,SEA,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,10.0,3,2,2,2,1,0,0,0,0,0,0,0,0,0,0
1708,Graham Gano,K,2022,5,9,NYG,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0
1709,Wil Lutz,K,2022,5,10,NO,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0
1710,Brandon McManus,K,2022,5,11,DEN,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
1711,Eddy Pineiro,K,2022,5,12,CAR,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0
1712,Tyler Bass,K,2022,5,13,BUF,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0
1713,Mason Crosby,K,2022,5,14,GB,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1714,Cameron Dicker,K,2022,5,15,PHI,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1715,Matthew Wright,K,2022,5,16,KC,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,3,3,2,1,1,0,0,0,0,0,0,0,0,0,0
1716,Greg Zuerlein,K,2022,5,17,NYJ,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0
1717,Joey Slye,K,2022,5,18,WAS,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0
1718,Ryan Succop,K,2022,5,19,TB,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0
1719,Robbie Gould,K,2022,5,20,SF,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0
1720,Riley Patterson,K,2022,5,21,JAX,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
1721,Matt Ammendola,K,2022,5,22,PHI,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1722,Evan McPherson,K,2022,5,23,CIN,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1723,Jason Sanders,K,2022,5,24,MIA,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1724,Matt Gay,K,2022,5,25,LA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
1725,Cade York,K,2022,5,26,CLE,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0
1726,Chris Boswell,K,2022,5,27,PIT,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
1727,Randy Bullock,K,2022,5,28,TEN,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Greg Joseph,K,2022,5,29,MIN,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0
1729,Younghoe Koo,K,2022,5,30,ATL,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1730,Dallas Cowboys,DST,2022,5,0,DAL,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,26.0,0,0,0,0,0,5.0,1,0,2,1,1,10,285,38,323
1731,New England Patriots,DST,2022,5,1,NE,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,22.0,0,0,0,0,0,2.0,1,0,1,0,1,0,211,101,312
1732,San Francisco 49ers,DST,2022,5,2,SF,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,18.0,0,0,0,0,0,6.0,1,0,0,0,1,15,244,64,308
1733,Indianapolis Colts,DST,2022,5,3,IND,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,4.0,2,0,0,1,0,9,250,125,375
1734,Buffalo Bills,DST,2022,5,4,BUF,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,3.0,1,0,1,0,0,3,310,54,364
1735,Denver Broncos,DST,2022,5,5,DEN,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,17.0,0,0,0,0,0,6.0,2,0,0,0,0,12,200,106,306
1736,Houston Texans,DST,2022,5,6,HOU,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0.0,2,0,0,0,0,6,286,136,422
1737,New York Jets,DST,2022,5,7,NYJ,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,2.0,1,1,1,0,0,17,158,137,295
1738,Tennessee Titans,DST,2022,5,8,TEN,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,3.0,1,0,0,0,0,17,342,43,385
1739,Baltimore Ravens,DST,2022,5,9,BAL,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,3.0,1,0,0,0,0,17,190,101,291
1740,Tampa Bay Buccaneers,DST,2022,5,10,TB,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,5.0,0,0,0,0,0,15,110,151,261
1741,Jacksonville Jaguars,DST,2022,5,11,JAX,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,8.0,0,0,0,0,0,1.0,0,0,0,0,0,13,132,116,248
1742,Cincinnati Bengals,DST,2022,5,12,CIN,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,1.0,1,0,0,0,0,19,170,155,325
1743,Philadelphia Eagles,DST,2022,5,13,PHI,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,1.0,1,0,0,0,0,17,239,124,363
1744,Carolina Panthers,DST,2022,5,14,CAR,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,2.0,0,0,1,1,0,37,244,153,397
1745,Washington Commanders,DST,2022,5,15,WAS,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,5.0,0,0,0,0,0,21,136,105,241
1746,Pittsburgh Steelers,DST,2022,5,16,PIT,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,0.0,1,0,1,1,0,38,432,120,552
1747,Arizona Cardinals,DST,2022,5,17,ARI,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,6.0,0,0,0,0,0,2.0,0,0,0,0,0,20,218,139,357
1748,Minnesota Vikings,DST,2022,5,18,MIN,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,2.0,0,0,1,0,0,22,193,78,271
1749,New Orleans Saints,DST,2022,5,19,NO,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,3.0,0,0,1,0,0,32,245,151,396
1750,Chicago Bears,DST,2022,5,20,CHI,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,1.0,1,0,0,1,0,29,312,117,429
1751,Seattle Seahawks,DST,2022,5,21,SEA,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,1.0,1,0,1,0,0,39,203,235,438
1752,Green Bay Packers,DST,2022,5,22,GB,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,1.0,0,1,0,0,0,27,213,125,338
1753,Los Angeles Rams,DST,2022,5,23,LA,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,3.0,0,0,0,0,0,22,76,163,239
1754,Las Vegas Raiders,DST,2022,5,24,LV,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,3.0,0,0,0,0,0,30,265,103,368
1755,New York Giants,DST,2022,5,25,NYG,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,2.0,0,0,0,0,0,22,207,94,301
1756,Miami Dolphins,DST,2022,5,26,MIA,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,40,187,135,322
1757,Los Angeles Chargers,DST,2022,5,27,LAC,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,0,28,230,213,443
1758,Kansas City Chiefs,DST,2022,5,28,KC,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,2.0,0,0,0,0,0,29,223,155,378
1759,Detroit Lions,DST,2022,5,29,DET,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0.0,1,0,0,0,0,29,188,176,364
1760,Cleveland Browns,DST,2022,5,30,CLE,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,1.0,0,0,0,0,0,30,227,238,465
1761,Atlanta Falcons,DST,2022,5,31,ATL,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0.0,0,0,0,0,0,21,351,69,420
1762,Joe Burrow,QB,2022,6,1,CIN,38.0,37,28,300,3,0,0,4,25,1,0,0,0,0,0,0,0,38.0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,Josh Allen,QB,2022,6,2,BUF,33.0,40,27,329,3,0,0,12,32,0,0,0,0,0,0,1,0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1764,Matt Ryan,QB,2022,6,3,JAX,33.0,58,42,389,3,0,0,1,-4,0,0,0,0,0,0,0,0,33.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,Marcus Mariota,QB,2022,6,4,ATL,28.0,14,13,129,2,0,0,6,50,1,0,0,0,0,0,0,0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1766,Trevor Lawrence,QB,2022,6,5,JAX,26.0,22,20,165,1,0,0,6,23,2,0,0,0,0,0,0,0,26.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,Bailey Zappe,QB,2022,6,6,NE,24.0,34,24,309,2,0,0,3,-4,0,0,1,-6,0,0,1,0,24.5,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,Patrick Mahomes,QB,2022,6,7,KC,23.0,40,25,338,2,2,0,4,21,0,0,0,0,0,0,0,0,23.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1769,Teddy Bridgewater,QB,2022,6,8,MIA,22.0,34,23,329,2,2,0,1,10,0,0,0,0,0,0,0,0,22.0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,Kirk Cousins,QB,2022,6,9,MIN,21.0,30,20,175,2,0,1,2,-5,0,0,0,0,0,0,0,0,21.0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1771,Jimmy Garoppolo,QB,2022,6,10,SF,20.0,41,29,296,2,2,0,3,11,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1772,Jalen Hurts,QB,2022,6,11,PHI,20.0,25,15,155,2,0,0,9,27,0,0,0,0,0,0,0,0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1773,Justin Fields,QB,2022,6,12,CHI,19.0,27,14,190,1,1,0,12,88,0,0,0,0,0,0,0,0,19.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,Lamar Jackson,QB,2022,6,13,BAL,18.0,32,17,210,1,1,0,7,77,0,0,0,0,0,0,1,0,18.0,18.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1775,Daniel Jones,QB,2022,6,14,NYG,17.0,27,19,173,2,0,0,6,6,0,0,0,0,0,0,1,0,17.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1776,Tom Brady,QB,2022,6,15,TB,15.0,40,25,243,1,0,0,1,0,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,Kyler Murray,QB,2022,6,16,ARI,15.0,37,23,222,0,1,0,10,100,0,0,0,0,0,0,1,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1778,Russell Wilson,QB,2022,6,17,DEN,15.0,28,15,188,1,0,0,4,23,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,Aaron Rodgers,QB,2022,6,18,GB,14.0,41,26,246,1,0,0,1,0,0,0,0,0,0,0,1,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1780,Matthew Stafford,QB,2022,6,19,LA,14.0,33,26,253,1,1,0,2,-3,0,0,0,0,0,0,0,0,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1781,Andy Dalton,QB,2022,6,20,NO,12.0,32,17,162,1,0,0,0,0,0,0,0,0,0,0,0,0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,Jacoby Brissett,QB,2022,6,21,CLE,11.0,45,21,266,1,2,0,1,0,0,0,0,0,0,0,1,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1783,Geno Smith,QB,2022,6,22,SEA,11.0,31,20,197,0,0,0,6,48,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,Mitchell Trubisky,QB,2022,6,23,PIT,11.0,12,9,144,1,0,0,6,5,0,0,0,0,0,0,0,0,11.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,Kenny Pickett,QB,2022,6,24,PIT,9.0,18,11,67,1,0,0,2,16,0,0,0,0,0,0,0,0,9.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Justin Herbert,QB,2022,6,25,LAC,7.0,57,37,238,0,1,0,2,9,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,Cooper Rush,QB,2022,6,26,DAL,7.0,38,18,181,1,3,0,0,0,0,0,0,0,0,0,0,0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1788,Zach Wilson,QB,2022,6,27,NYJ,4.0,18,10,110,0,0,0,5,1,0,0,0,0,0,0,0,0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1789,Skylar Thompson,QB,2022,6,28,MIA,3.0,13,7,89,0,0,0,1,9,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Carson Wentz,QB,2022,6,29,WAS,3.0,22,12,99,0,0,0,2,2,0,0,0,0,0,0,0,0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,Phillip Walker,QB,2022,6,30,CAR,2.0,16,10,60,0,0,0,1,-1,0,0,0,0,0,0,0,0,2.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Jacob Eason,QB,2022,6,31,CAR,0.0,5,3,59,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,Jordan Love,QB,2022,6,32,GB,0.0,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Deon Jackson,RB,2022,6,1,IND,27.0,0,0,0,0,0,0,12,42,1,0,10,79,0,0,0,0,32.0,37.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Rhamondre Stevenson,RB,2022,6,2,NE,24.0,0,0,0,0,0,0,19,76,2,0,4,15,0,0,0,0,26.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
